,Date,PX_LAST,PX_VOLUME
545,3/3/2020,444.92,176158758
546,3/2/2020,462.16,165451755
547,2/28/2020,440.7,259296336
548,2/27/2020,452.33,155605212
549,2/26/2020,473.01,115548135
550,2/25/2020,476.22,124329607
551,2/24/2020,493.01,105211849
552,2/21/2020,509.7,94958711
553,2/20/2020,514.7,78400278
554,2/19/2020,515.37,52828318
555,2/18/2020,511.6,66494980
556,2/14/2020,516.18,53482994
557,2/13/2020,515.78,55250292
558,2/12/2020,516.01,57054880
559,2/11/2020,515.63,51096273
560,2/10/2020,513.56,55300393
561,2/7/2020,512.49,56733740
562,2/6/2020,514.33,70408617
563,2/5/2020,515.2,73792215
564,2/4/2020,505.25,69883638
565,2/3/2020,500.06,74158224
566,1/31/2020,497.1,119384188
567,1/30/2020,507.35,72973051
568,1/29/2020,501.09,59952062
569,1/28/2020,501.89,65520642
570,1/27/2020,496.28,81035450
571,1/24/2020,504.03,73887990
572,1/23/2020,510.99,72913711
573,1/22/2020,512.19,70168223
574,1/21/2020,510.83,82515575
575,1/17/2020,515.28,100750447
576,1/16/2020,513.07,77226987
577,1/15/2020,509.14,83370018
578,1/14/2020,511.95,84552771
579,1/13/2020,513.18,67061546
580,1/10/2020,509.47,55200867
581,1/9/2020,513.48,61103209
582,1/8/2020,509.56,67315509
583,1/7/2020,506.82,54420029
584,1/6/2020,510.23,69440136
585,1/3/2020,510.52,64410707
586,1/2/2020,516.21,62967259
587,12/31/2019,511.39,56824909
588,12/30/2019,509.9,45296763
589,12/27/2019,511.89,42938902
590,12/26/2019,512.59,40491398
591,12/24/2019,509.79,25820286
592,12/23/2019,509.28,56048090
593,12/20/2019,510.17,306038587
594,12/19/2019,509.88,74854345
595,12/18/2019,509.73,76571451
596,12/17/2019,512.16,77377116
597,12/16/2019,509.67,91820445
598,12/13/2019,507.63,65993990
599,12/12/2019,510.03,82120231
600,12/11/2019,500.03,66376345
601,12/10/2019,501.06,62614216
602,12/9/2019,501.07,58798102
603,12/6/2019,502.58,92947544
604,12/5/2019,495.88,57149559
605,12/4/2019,494.04,62535379
606,12/3/2019,489.21,81355281
607,12/2/2019,495.74,63166861
608,11/29/2019,498.96,37462503
609,11/27/2019,500.03,49992025
610,11/26/2019,498.15,109785691
611,11/25/2019,498.74,67482449
612,11/22/2019,495.51,53841515
613,11/21/2019,491.78,63158251
614,11/20/2019,492.26,64174750
615,11/19/2019,494.73,57711137
616,11/18/2019,493.95,60511645
617,11/15/2019,493.22,70525746
618,11/14/2019,490.99,44915283
619,11/13/2019,490.55,56968521
620,11/12/2019,493.38,49327763
621,11/11/2019,493.2,42902109
622,11/8/2019,494.49,53230366
623,11/7/2019,494.41,75070237
624,11/6/2019,491.13,69550454
625,11/5/2019,489.12,78939785
626,11/4/2019,487.06,68068887
627,11/1/2019,482.76,59322119
628,10/31/2019,475.99,94794052
629,10/30/2019,478.62,55755461
630,10/29/2019,479.31,60721751
631,10/28/2019,477.97,66412435
632,10/25/2019,475.59,57796141
633,10/24/2019,473.26,53393161
634,10/23/2019,473.45,61225422
635,10/22/2019,471.76,67879898
636,10/21/2019,473.09,69149371
637,10/18/2019,466.45,89764267
638,10/17/2019,465.37,64057584
639,10/16/2019,464.84,74278175
640,10/15/2019,465.98,74405918
641,10/14/2019,459.86,53440099
642,10/11/2019,459.31,82711479
643,10/10/2019,453.5,63703768
644,10/9/2019,448.9,54992832
645,10/8/2019,444.47,71727564
646,10/7/2019,453.65,62093186
647,10/4/2019,455.67,64861844
648,10/3/2019,447.03,75183778
649,10/2/2019,446.3,82313206
650,10/1/2019,455.86,72884049
651,9/30/2019,465.54,62018443
652,9/27/2019,466.03,66758353
653,9/26/2019,464.93,57087978
654,9/25/2019,466.75,88621503
655,9/24/2019,463.36,80056334
656,9/23/2019,467.76,69903106
657,9/20/2019,466.96,286800507
658,9/19/2019,469.98,59860090
659,9/18/2019,471.88,68777312
660,9/17/2019,469.84,58633783
661,9/16/2019,469.39,61243812
662,9/13/2019,471.68,77160373
663,9/12/2019,467.76,73116243
664,9/11/2019,465.6,68395296
665,9/10/2019,462.85,79312539
666,9/9/2019,460.99,75252373
667,9/6/2019,454.01,59181136
668,9/5/2019,453.94,64603946
669,9/4/2019,445.49,54513254
670,9/3/2019,440.72,68659292
671,8/30/2019,445.65,70737458
672,8/29/2019,443.89,60655787
673,8/28/2019,437.42,58177776
674,8/27/2019,433.46,76670265
675,8/26/2019,436.5,62859181
676,8/23/2019,431.84,93580423
677,8/22/2019,443.07,58180928
678,8/21/2019,440.32,50938045
679,8/20/2019,438.32,57367071
680,8/19/2019,444.53,60707546
681,8/16/2019,440.19,89071625
682,8/15/2019,432.16,74270806
683,8/14/2019,430.82,103380984
684,8/13/2019,446.72,69139583
685,8/12/2019,441.49,51389440
686,8/9/2019,449.93,63776046
687,8/8/2019,451.27,75609775
688,8/7/2019,443.89,86364635
689,8/6/2019,449.34,72822490
690,8/5/2019,442.67,105248968
691,8/2/2019,457.56,72546538
692,8/1/2019,458.55,91259148
693,7/31/2019,469.45,104954821
694,7/30/2019,471.49,48945272
695,7/29/2019,472.36,50974737
696,7/26/2019,476.09,59639599
697,7/25/2019,471.42,66868444
698,7/24/2019,474.23,69947943
699,7/23/2019,469.93,63043064
700,7/22/2019,464.65,60187276
701,7/19/2019,463.68,80149684
702,7/18/2019,465.94,66083421
703,7/17/2019,462.15,72811705
704,7/16/2019,466.27,64467806
705,7/15/2019,467.48,64524220
706,7/12/2019,469.97,56921963
707,7/11/2019,467.11,52614094
708,7/10/2019,464.34,52765807
709,7/9/2019,466.49,50467925
710,7/8/2019,464.87,54910627
711,7/5/2019,467.83,45618000
712,7/3/2019,466.05,40452074
713,7/2/2019,463.29,54100233
714,7/1/2019,464.14,67340438
715,6/28/2019,458.92,168646215
716,6/27/2019,452.57,53772142
717,6/26/2019,448.44,69844842
718,6/25/2019,449.17,78708920
719,6/24/2019,450.77,69766477
720,6/21/2019,452.28,198303412
721,6/20/2019,453.5,80174738
722,6/19/2019,451.26,72313261
723,6/18/2019,452.2,63158121
724,6/17/2019,446.34,48874634
725,6/14/2019,450.55,55829591
726,6/13/2019,449.39,54384238
727,6/12/2019,448.34,50844753
728,6/11/2019,452.63,55171160
729,6/10/2019,452.62,72310097
730,6/7/2019,448.64,56372295
731,6/6/2019,449.52,59295483
732,6/5/2019,447.87,62387074
733,6/4/2019,445.34,74091118
734,6/3/2019,433.6,81089223
735,5/31/2019,430.65,79018657
736,5/30/2019,437.11,55001558
737,5/29/2019,439.07,65598169
738,5/28/2019,439.55,110093376
739,5/24/2019,444.42,50460399
740,5/23/2019,441.03,69020905
741,5/22/2019,447.7,50229183
742,5/21/2019,449.95,59801701
743,5/20/2019,446.13,57166867
744,5/17/2019,445.52,73627963
745,5/16/2019,448.19,57144783
746,5/15/2019,443.33,66140438
747,5/14/2019,445.47,70902729
748,5/13/2019,441.95,87131545
749,5/10/2019,455.03,66162948
750,5/9/2019,452.67,67417223
751,5/8/2019,453.3,65477048
752,5/7/2019,454.6,85304262
753,5/6/2019,462.42,57101668
754,5/3/2019,465.52,56227478
755,5/2/2019,461.7,58964486
756,5/1/2019,460.97,70397250
757,4/30/2019,464.95,77453210
758,4/29/2019,464.22,70825512
759,4/26/2019,459.96,58211988
760,4/25/2019,455.67,65163057
761,4/24/2019,454.49,66545644
762,4/23/2019,455.13,68014959
763,4/22/2019,452.49,56615413
764,4/18/2019,453.66,93509367
765,4/17/2019,454.76,77656244
766,4/16/2019,453.93,72840944
767,4/15/2019,447.81,69840042
768,4/12/2019,450.63,91494866
769,4/11/2019,442.11,63346068
770,4/10/2019,439.65,56554836
771,4/9/2019,438.18,59954485
772,4/8/2019,442.06,60622446
773,4/5/2019,441.4,66259282
774,4/4/2019,441.01,58773940
775,4/3/2019,438.87,76890600
776,4/2/2019,437.48,75334949
777,4/1/2019,437.53,85699289
778,3/29/2019,427.19,109224756
779,3/28/2019,425.83,64874363
780,3/27/2019,422.33,72460980
781,3/26/2019,424.19,79865677
782,3/25/2019,419.44,79382900
783,3/22/2019,421.09,123750253
784,3/21/2019,433.09,112559118
785,3/20/2019,434.4,93209519
786,3/19/2019,443.66,91377956
787,3/18/2019,447.08,92611134
788,3/15/2019,442.54,297873105
789,3/14/2019,439.74,71236014
790,3/13/2019,437.94,76223952
791,3/12/2019,434.77,70030833
792,3/11/2019,433.99,70357814
793,3/8/2019,429.74,64839755
794,3/7/2019,429.74,79846250
795,3/6/2019,434.36,57710046
796,3/5/2019,437.48,72486356
797,3/4/2019,438.91,79548656
798,3/1/2019,441.64,72443326
799,2/28/2019,439.26,101457772
800,2/27/2019,440.49,65091621
801,2/26/2019,438.93,70430298
802,2/25/2019,439.97,72276965
803,2/22/2019,438.13,64814112
804,2/21/2019,439.16,65443402
805,2/20/2019,441.13,73124431
806,2/19/2019,438.59,69351537
807,2/15/2019,437.75,94564823
808,2/14/2019,429.09,71913924
809,2/13/2019,434.12,66408264
810,2/12/2019,433.26,75480834
811,2/11/2019,426.6,70426427
812,2/8/2019,425.53,78329146
813,2/7/2019,427.88,99902893
814,2/6/2019,431.92,66524719
815,2/5/2019,433.1,72982358
816,2/4/2019,433.72,68531133
817,2/1/2019,432.1,84013836
818,1/31/2019,429.9,136958376
819,1/30/2019,431.06,78910693
