,Date,PX_LAST,PX_VOLUME
603,12/6/2019,179.48,36499622
604,12/5/2019,178.36,45952673
605,12/4/2019,177.67,73630116
606,12/3/2019,176.54,48261158
607,12/2/2019,176.69,44257907
608,11/29/2019,178.24,25618925
609,11/27/2019,178.89,35825455
610,11/26/2019,177.77,93914402
611,11/25/2019,177.13,52371006
612,11/22/2019,176.92,37877702
613,11/21/2019,176.69,46325345
614,11/20/2019,176.25,54944768
615,11/19/2019,177.66,48736205
616,11/18/2019,178.12,56960199
617,11/15/2019,177.63,60269313
618,11/14/2019,176.38,43127426
619,11/13/2019,175.85,45517389
620,11/12/2019,175.11,44015959
621,11/11/2019,174.59,38780468
622,11/8/2019,175.28,49718132
623,11/7/2019,174.64,62474811
624,11/6/2019,173.48,46775019
625,11/5/2019,173.83,42210464
626,11/4/2019,173.95,45422757
627,11/1/2019,173.25,47691945
628,10/31/2019,171.82,66277802
629,10/30/2019,171.36,51194892
630,10/29/2019,171.03,37976293
631,10/28/2019,172.68,50521592
632,10/25/2019,170.68,45333580
633,10/24/2019,169.48,57111432
634,10/23/2019,170.73,40961969
635,10/22/2019,169.65,42358315
636,10/21/2019,171.19,43666826
637,10/18/2019,170.48,64440961
638,10/17/2019,171.98,47070732
639,10/16/2019,170.89,45936165
640,10/15/2019,170.64,37043325
641,10/14/2019,167.92,32623684
642,10/11/2019,168.26,46890540
643,10/10/2019,166.53,36492731
644,10/9/2019,165.47,34573263
645,10/8/2019,164.85,44523930
646,10/7/2019,167.05,44655675
647,10/4/2019,166.98,41432426
648,10/3/2019,164.67,43900803
649,10/2/2019,163.32,51213095
650,10/1/2019,165.56,39904814
651,9/30/2019,167.26,46007782
652,9/27/2019,166.67,42160548
653,9/26/2019,168.23,43260811
654,9/25/2019,169.58,44565754
655,9/24/2019,167.7,62449728
656,9/23/2019,169.98,44760928
657,9/20/2019,170.66,159334386
658,9/19/2019,171.45,44109623
659,9/18/2019,171.35,47899387
660,9/17/2019,171.49,42850941
661,9/16/2019,170.99,43925282
662,9/13/2019,172.31,43982809
663,9/12/2019,172.39,52194327
664,9/11/2019,171.76,51426495
665,9/10/2019,170.15,54497074
666,9/9/2019,170.2,56605833
667,9/6/2019,169.82,41420692
668,9/5/2019,170.2,46907059
669,9/4/2019,167.52,42414502
670,9/3/2019,164.87,39199622
671,8/30/2019,166.58,47072467
672,8/29/2019,166.71,36494011
673,8/28/2019,164.51,42084549
674,8/27/2019,163.68,49741389
675,8/26/2019,163.52,40372589
676,8/23/2019,161.06,62082742
677,8/22/2019,165.36,34224799
678,8/21/2019,165.64,33345493
679,8/20/2019,164.99,40933784
680,8/19/2019,166.64,48773490
681,8/16/2019,164.35,48384863
682,8/15/2019,162.44,47814688
683,8/14/2019,161.67,66327880
684,8/13/2019,166.78,53145840
685,8/12/2019,164.32,35036212
686,8/9/2019,165.94,44770539
687,8/8/2019,167.28,60492472
688,8/7/2019,163.64,60319148
689,8/6/2019,164.33,53290137
690,8/5/2019,162.14,68922386
691,8/2/2019,167.01,49843916
692,8/1/2019,168.35,55321674
693,7/31/2019,169.18,60486698
694,7/30/2019,171.08,42329115
695,7/29/2019,172.23,41007606
696,7/26/2019,173.05,54740596
697,7/25/2019,167.61,57281663
698,7/24/2019,167.74,54178951
699,7/23/2019,166.27,45092606
700,7/22/2019,165.77,46189104
701,7/19/2019,165.51,52762696
702,7/18/2019,167.72,51287958
703,7/17/2019,169.22,39193878
704,7/16/2019,170.73,42907998
705,7/15/2019,170.84,38316588
706,7/12/2019,170.73,37849194
707,7/11/2019,169.66,37430523
708,7/10/2019,169.81,41719281
709,7/9/2019,167.69,37894018
710,7/8/2019,167.22,38123780
711,7/5/2019,168.73,32069571
712,7/3/2019,168.41,34196250
713,7/2/2019,167.22,38847230
714,7/1/2019,165.46,45340413
715,6/28/2019,164.23,96942845
716,6/27/2019,162.96,38622935
717,6/26/2019,162.26,44203978
718,6/25/2019,163.1,45218245
719,6/24/2019,165.75,43885022
720,6/21/2019,165.57,123158435
721,6/20/2019,164.91,48988330
722,6/19/2019,163.87,48621928
723,6/18/2019,163.57,51644415
724,6/17/2019,162.9,42159718
725,6/14/2019,161.19,40344796
726,6/13/2019,160.57,41169966
727,6/12/2019,158.76,36166550
728,6/11/2019,159.21,37150787
729,6/10/2019,158.75,40649727
730,6/7/2019,158.98,44237893
731,6/6/2019,156.67,39589223
732,6/5/2019,155.99,45153344
733,6/4/2019,155.8,57296813
734,6/3/2019,153.13,68134958
735,5/31/2019,157.52,55170353
736,5/30/2019,160.81,39447582
737,5/29/2019,160.85,43771769
738,5/28/2019,162.65,67443582
739,5/24/2019,162.38,30251323
740,5/23/2019,162.37,44433905
741,5/22/2019,164.44,33771940
742,5/21/2019,164.39,38636816
743,5/20/2019,162.83,50456172
744,5/17/2019,164.76,44223534
745,5/16/2019,165.55,40734549
746,5/15/2019,163.97,49455871
747,5/14/2019,160.58,48890537
748,5/13/2019,160.19,54736129
749,5/10/2019,164.33,41208311
750,5/9/2019,163.98,49384748
751,5/8/2019,164.28,50003848
752,5/7/2019,164.87,52206944
753,5/6/2019,167.14,43004928
754,5/3/2019,167.45,46771029
755,5/2/2019,165.53,46352225
756,5/1/2019,166.37,42958433
757,4/30/2019,167.49,55194017
758,4/29/2019,171.89,43959420
759,4/26/2019,170.44,51314601
760,4/25/2019,169.15,61531974
761,4/24/2019,167.34,61949659
762,4/23/2019,168.6,61525906
763,4/22/2019,167.17,41276477
764,4/18/2019,165.97,46156335
765,4/17/2019,165.74,42420931
766,4/16/2019,165.49,40889628
767,4/15/2019,165.14,39374606
768,4/12/2019,164.85,46381204
769,4/11/2019,162.85,36794363
770,4/10/2019,162.61,35251134
771,4/9/2019,162.12,40410301
772,4/8/2019,162.08,40743593
773,4/5/2019,162.33,46725151
774,4/4/2019,162.27,39840540
775,4/3/2019,161.2,51092258
776,4/2/2019,160.61,42692067
777,4/1/2019,159.97,45384094
778,3/29/2019,157.68,57520127
779,3/28/2019,157.23,39142803
780,3/27/2019,158.02,44324163
